opinions/0/sentiment,opinions/0/aspect,opinions/0/target_entity,id,text,opinions/1/sentiment,opinions/1/aspect,opinions/1/target_entity,opinions/2/sentiment,opinions/2/aspect,opinions/2/target_entity,opinions/3/sentiment,opinions/3/aspect,opinions/3/target_entity,opinions/4/sentiment,opinions/4/aspect,opinions/4/target_entity,opinions/5/sentiment,opinions/5/aspect,opinions/5/target_entity,opinions/6/sentiment,opinions/6/aspect,opinions/6/target_entity,opinions/7/sentiment,opinions/7/aspect,opinions/7/target_entity,opinions/8/sentiment,opinions/8/aspect,opinions/8/target_entity,opinions/9/sentiment,opinions/9/aspect,opinions/9/target_entity
Negative,price,LOCATION1,1927, If you have alot of money ie rich you can live in nice LOCATION1 posh ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,1602, If you have alot of money ie rich you can live in nice LOCATION1 posh London ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,410," If you mean flying from the US, then it's basically only LOCATION1 and Gatwick that handle long-haul flights",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION1,2860," It ranges from exclusive and very expensive around LOCATION2, to down market and more affordable in places like LOCATION1",Negative,price,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,319," Keep well clear, LOCATION1's the pits  It's fine",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,safety,LOCATION1,2372, LOCATION1  by the way is not a hot bed of crime,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,1881, LOCATION1  has a good market and vibrant afro/caribbean community,Positive,shopping,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,1787, LOCATION1  has a reputation of being dangerous ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1766, LOCATION1  has become a very popular area in London and is quite expensive,Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1060," LOCATION1  has connections to Gatwick and Luton Airports, and lots of cool places that you might want to visit like Brighton",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,2178, LOCATION1  has good restaurants and bars,Positive,dining,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,dining,LOCATION1,426, LOCATION1  has plenty of food places,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,2393, LOCATION1  has the Empire (good venue for live music) and good bars,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2202, LOCATION1  is a nice area but probably a bit far away ,Negative,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,93, LOCATION1  is a pretty desirable area you will see what I mean,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,447, LOCATION1  is a very prosperous suburb,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,safety,LOCATION1,1863, LOCATION1  is certainly safer than it was even a couple of years ago,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION1,362, LOCATION1  is good for shopping,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,safety,LOCATION1,1171, LOCATION1  is not a crime hotspot probably just drunks,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,green-nature,LOCATION1,1291, LOCATION1  is quite a green area of London,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2220, LOCATION1  is so nice,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,382, LOCATION1 (commuter hub to the London),,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,751, LOCATION1 (where I grew up) is an okay place to live as its got a large portugese community,Positive,live,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,safety,LOCATION2,2923," LOCATION1 , LOCATION2 are all places with low crime",Positive,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,449," LOCATION1 - fantastic shopping centre, Arts Centre and Clubs - and it is only a 25 minute bus ride away",Positive,shopping,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,2380," LOCATION1 = Yawn - over hyped, down trodden area - crime is high ",Negative,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,330," LOCATION1 Good area, generally",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION2,2817," LOCATION1 LOCATION2, both shite holes",Negative,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,75, LOCATION1 London aint exactly a dump just cause them germanz bombed here dey had 2 build alot of estates init,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION1,2226, LOCATION1 a sort of average London suburb; very racially mixed; therefore has excellent ethnic restaurants; there is a shopping centre with the usual stores,Positive,dining,LOCATION1,Positive,multicultural,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,572, LOCATION1 according to the Met has one of the highest crime rates,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,973, LOCATION1 ai n't too bad either,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION1,2740, LOCATION1 and LOCATION2 are also good areas for cheaper flats,Positive,price,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,2786," LOCATION1 and LOCATION2 are both expensive and up-scale neighbourhoods , so you need have no worries apart from the huge cost of living there of course",Negative,price,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION2,2627," LOCATION1 and LOCATION2 are both okay , again , affordable and good transport",Positive,price,LOCATION1,Positive,price,LOCATION2,Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,
,,,1132, LOCATION1 and LOCATION2 are is full of more pretentious hipsters than chavs,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,191," LOCATION1 can be a nice area - near the cemetery is good, but maybe too expensive for you",Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,2325, LOCATION1 has a large Asian community but is not sticking out further for its crime rates,Positive,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,1099, LOCATION1 has a lot of trendy clubs but you will have to pay around 10-15 for a drink,Positive,nightlife,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,703," LOCATION1 has some wicked parties there , really like it but I dont stay there",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1502, LOCATION1 in Kent is a lovely ancient market town with a good fast rail service to LOCATION2 ,Positive,transit-location,LOCATION1,Positive,shopping,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,2743, LOCATION1 in Kent or LOCATION2 in Kent might be worth a look,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION2,2857, LOCATION1 in London is a good place to go to hear blues music and Ronnie Scott's in LOCATION2 is a Jazz institution,Positive,nightlife,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,2905, LOCATION1 in Northern London is nice and LOCATION2 is nice in the South,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2341," LOCATION1 in the east end is a very vibrant area for young hipster types , artists , musicians and people who love food - specifically Indian curry",Positive,dining,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,dining,LOCATION1,1280," LOCATION1 is a big flea market, with a street of great indian curry houses",Positive,shopping,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,2183," LOCATION1 is a good place to live, convenients, safe, lots of pubs/bars/cafes and restaurants, shops",Positive,safety,LOCATION1,Positive,live,LOCATION1,Positive,shopping,LOCATION1,Positive,dining,LOCATION1,,,,,,,,,,,,,,,
Negative,transit-location,LOCATION1,880," LOCATION1 is a lovely place to live , but it would be a bit of a trek into London the journey time on the underground ( Northern line ) is about 40 minute",Positive,live,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2087," LOCATION1 is a pleasent , up-market , vibrant , cosmopolitan , young professional area",Positive,multicultural,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,transit-location,LOCATION1,1304," LOCATION1 is a pretty rough area, with lots of council estates, it is quite a way out from the centre, about 10 miles, and has poor public transport",Negative,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1978," LOCATION1 is a really nice area with good restaurants etc and again with good transport links (Jubilee line, Silverlink trains and Thameslink trains)",Positive,dining,LOCATION1,Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,2599," LOCATION1 is a shitt hole , LOCATION2 is ok but a bit out of the way ",Negative,general,LOCATION1,Negative,transit-location,LOCATION2,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,837, LOCATION1 is above average for crime,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1695, LOCATION1 is affardoble and next to central London,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,1090, LOCATION1 is different though- its a bit of a run down area so dont expect too much when you get there however the students take over most of it so you'll be safe enough,Positive,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,939, LOCATION1 is fine,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,799," LOCATION1 is gorg, i would love to live there",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1066," LOCATION1 is gorgeous and has the blend of uber rich and middle class , v",Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION1,2011," LOCATION1 is great, because it's mainly little boutiques that sells goods you wont find anywhere else and there's a huge markets",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,1237," LOCATION1 is horrible yes it is in fact i was there last weekend I work in the LOCATION1 area , and within the last three weeks the owner of the sandwich shop directly opposite was murdered by a drug crazed ex-employee , and just yesterday , a man was shot dead INSIDE SE-One nightclub",Negative,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,726, LOCATION1 is in LOCATION2 and is generally an inner-London borough,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,13, LOCATION1 is in my opinion is alot nicer than LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,1949, LOCATION1 is middle class outer suburbs there 's some problems in the area with aimless bored youths ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1461, LOCATION1 is more upmarket than the residential area to the west towards and surrounding the High Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,1386, LOCATION1 is nice for food and shopping but good luck finding anywhere decent in your price range,Positive,shopping,LOCATION1,Positive,dining,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,632," LOCATION1 is nice, with cinemas, shops and stuff",Positive,shopping,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,816, LOCATION1 is ok but aint that expensive well I dunno if your rich or not,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,104, LOCATION1 is on the Metropolitan Line of the Underground ; the trains are frequent and take 35 minutes to LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1397, LOCATION1 is on the Piccadilly line ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1887," LOCATION1 is one of the most desirable places to live in the whole of the world, beautiful area,  10 mins to LOCATION2",Positive,live,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,609, LOCATION1 is only 15 mins from LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,187, LOCATION1 is only the 10th safest London borough,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,safety,LOCATION1,529, LOCATION1 is predominantly safe,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,1476, LOCATION1 is quite expensive and as you hint at in your question has several parts - estate agents often call other surrounding areas LOCATION1 when most people know them by other areas,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2508, LOCATION1 is quite pleasant in general,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION1,2490," LOCATION1 is really no more than a big shopping centre in the middle of a huge road junction ( its where the M1 starts ), ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,625, LOCATION1 is really the only nice part of the borough of LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,458, LOCATION1 is the best part of the whole of London,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,dining,LOCATION1,1671," LOCATION1 is the most lively in terms of cinemas, bars, restaurants, etc  ",Positive,nightlife,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,dining,LOCATION1,262," LOCATION1 is the most lively in terms of cinemas, bars, restaurants, etc  and probably the only place on your list where you'll find single women under 40",Positive,nightlife,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,35, LOCATION1 is very cheap compared to any where else but I have been warned not to go there,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,498," LOCATION1 is very leafy, with a wonderful park and woodlands, as well as being within walking distance of LOCATION1",Positive,green-nature,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,473, LOCATION1 is very upmarket and many artists live there,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2008, LOCATION1 isn't too expensive either,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2722," LOCATION1 like LOCATION2 is a very desirable area full of character and atmosphere , but the property in these area 's are very expensive",Negative,price,LOCATION2,Negative,price,LOCATION1,Positive,general,LOCATION2,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,1073," LOCATION1 market  a plethora of stalls, shops, and foods from all different cultures and countries",Positive,shopping,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,1741," LOCATION1 over the last 10 years now has some restaurants/pubs/bars to rival LOCATION1 , people who can afford them would not go into areas they felt unsafe or indeed live there",Positive,dining,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,763, LOCATION1 parts have a large Jewish community they live in peace ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION1,896, LOCATION1 town centre  is brilliant for shopping,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,494, LOCATION1 used to be a haven for drugs and prostitution,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1407, LOCATION1 which is a lovely safe area ,Positive,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION2,2635," LOCATION1 which is excellent for night life, and then to the other side you've got LOCATION2, also known as rough, but great for the markets, and for the Currys",Negative,safety,LOCATION2,Positive,nightlife,LOCATION1,Positive,dining,LOCATION2,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1991, LOCATION1 which is quite trendy and good if you like tennis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,987, LOCATION1 would be a good choice for you in terms of communication,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1010, LOCATION1's got good rail links into LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,205," LOCATION1's well served by public transport, there being five Underground stations with ""ruislip"" in the name",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,2987," LOCATION1, LOCATION2 Fast becoming the hot-spot for Aussies and Kiwis working in London",Positive,multicultural,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,2628," LOCATION1, LOCATION2 are great areas to live",Positive,live,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1003," LOCATION1, SE4 It is a beautiful late-Victorian / Edwardian suburb of South-East London",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1220," LOCATION1, it's quite hip'",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION1,15," LOCATION1, where there is an enormous Westfield shopping centre",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,849, LOCATION1- Gun capital of the country I live on what is known as the murder mile Lower Clapton road,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,green-nature,LOCATION1,2345, LOCATION1- a big grassy hill and some ace resturants,Positive,dining,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2083," LOCATION1~ cute villagey area, where loads of celebs live; very sweet shops, cafes etc ",Positive,shopping,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION2,2746, LOCATION2 and LOCATION1 are also really rough in areas,Negative,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,quiet,LOCATION1,2990, LOCATION2 and LOCATION1 are better provided with open space and less subject to traffic and airliner noise nuisance,Positive,green-nature,LOCATION2,Positive,green-nature,LOCATION1,Positive,quiet,LOCATION2,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2552, LOCATION2 and LOCATION1 are nice,Positive,general,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2646," LOCATION2 and LOCATION1, as mentioned by others, are good, but don't ignore the less obvious",Positive,general,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,safety,LOCATION2,2609, LOCATION2 and the LOCATION1 area - I'd say both are not really outrageously dangerous neighbourhoods,Positive,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,2606, LOCATION2 for Afro Caribs and LOCATION1 for Indians,Positive,multicultural,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,safety,LOCATION1,2611," LOCATION2 is a safe enough area - it's part of LOCATION1, which again is safe",Positive,safety,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2893," LOCATION2 is central London so extremely expensive, LOCATION1 is often considered the coolest area of London",Negative,price,LOCATION2,Positive,transit-location,LOCATION2,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,2969," LOCATION2 is fine , not much happens there , LOCATION1 is SW London is better in every conceivable way",Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2936," LOCATION2 is not as expensive as LOCATION1, but is still just as nice",Positive,general,LOCATION2,Positive,price,LOCATION2,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,2970," LOCATION2 is not well served by the Tube, LOCATION1 has most of the tube stations",Negative,transit-location,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2589, LOCATION2 is quite nice and not too bad as it borders on to LOCATION1 which is a very nice area,Positive,general,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION1,2554, LOCATION2 or LOCATION1 would supply great local amenities and a direct train into the London,Positive,transit-location,LOCATION2,Positive,transit-location,LOCATION1,Positive,shopping,LOCATION2,,,,,,,,,,,,,,,,,,
