OriginalText,Location1,Aspect1,Sentiment1,Location2,Aspect2,Sentiment2,MaskedText,LocationsInText
I would suggest SE London somewhere like Essex or Devon but its been years Ive lived in London,Devon,general,1,Essex,general,1," I would suggest SE London, somewhere like LOCATION1 or LOCATION2 but it's been years I've lived in London","[('Essex', 'GPE'), ('Devon', 'GPE'), ('London', 'GPE')]"
I would suggest looking at the area around Gloucestershire or North Yorkshire,North Yorkshire,general,1,Gloucestershire,general,1, I would suggest looking at the area around LOCATION2 or LOCATION1,"[('Gloucestershire', 'GPE'), ('North Yorkshire', 'GPE')]"
Id recommend Essex and you could easily connect onto the piccadilly line no problem and its cheaper than most areas in London,Essex,general,1,Essex,price,1, I'd recommend LOCATION1 and you could easily connect onto the piccadilly line no problem and its cheaper than most areas in London,"[('Essex', 'GPE')]"
Id recommend Bedfordshire or Bristol,Bristol,general,1,Bedfordshire,general,1, I'd recommend LOCATION2 or LOCATION1,"[('Bedfordshire', 'GPE'), ('Bristol', 'GPE')]"
Ive been West Sussex a few times and Ive never been bothered,West Sussex,safety,1,,,0, I've been LOCATION1 a few times and I've never been bothered,"[('West Sussex', 'GPE')]"
Ive been to Greater Manchester and Buckinghamshire which are bleak and unfriendly places in daylight,Buckinghamshire,general,0,Greater Manchester,general,0, I've been to LOCATION1 and LOCATION2 which are bleak and unfriendly places in daylight,"[('Greater Manchester', 'GPE'), ('Buckinghamshire', 'GPE')]"
Ive lived in the East Sussex for years and I love it  I would not want to live anywhere else,East Sussex,live,1,East Sussex,general,1, I've lived in the LOCATION1 for years and I love it - I wouldn't want to live anywhere else,"[('East Sussex', 'GPE')]"
Ive never been to Surrey  due to its reputation mostly,Surrey,general,0,,,0," I've never been to LOCATION1 - due to its reputation, mostly","[('Surrey', 'GPE')]"
Ive spent a lot of time in Cambridgeshire and can confirm its generally quite a deprived area and certainly not that safe after dark,Cambridgeshire,general,0,Cambridgeshire,safety,0, I've spent a lot of time in LOCATION1 and can confirm it's generally quite a deprived area and certainly not that safe after dark,"[('Cambridgeshire', 'GPE')]"
If you have alot of money ie rich you can live in nice Greater Manchester posh,Greater Manchester,price,0,,,0, If you have alot of money ie rich you can live in nice LOCATION1 posh ,"[('Greater Manchester', 'GPE')]"
If you have alot of money ie rich you can live in nice Bedfordshire posh London,Bedfordshire,price,0,,,0, If you have alot of money ie rich you can live in nice LOCATION1 posh London ,"[('Bedfordshire', 'GPE'), ('London', 'GPE')]"
It ranges from exclusive and very expensive around Rutland to down market and more affordable in places like Rutland,Rutland,price,1,Rutland,price,0," It ranges from exclusive and very expensive around LOCATION2, to down market and more affordable in places like LOCATION1","[('Rutland', 'GPE'), ('Rutland', 'GPE')]"
Keep well clear Kents the pits Its fine,Kent,general,0,,,0," Keep well clear, LOCATION1's the pits  It's fine","[('Keep', 'GPE'), ('Kents', 'GPE')]"
West Yorkshire by the way is not a hot bed of crime,West Yorkshire,safety,1,,,0, LOCATION1  by the way is not a hot bed of crime,"[('West Yorkshire', 'GPE')]"
Lancashire has a good market and vibrant afrocaribbean community,Lancashire,multicultural,1,Lancashire,shopping,1, LOCATION1  has a good market and vibrant afro/caribbean community,"[('Lancashire', 'GPE')]"
Dorset has a reputation of being dangerous,Dorset,safety,0,,,0, LOCATION1  has a reputation of being dangerous ,"[('Dorset', 'GPE')]"
West Sussex has become a very popular area in London and is quite expensive,West Sussex,general,1,West Sussex,price,0, LOCATION1  has become a very popular area in London and is quite expensive,"[('West Sussex', 'GPE'), ('London', 'GPE')]"
Surrey has connections to Gatwick and Luton Airports and lots of cool places that you might want to visit like Brighton,Surrey,transit-location,1,,,0," LOCATION1  has connections to Gatwick and Luton Airports, and lots of cool places that you might want to visit like Brighton","[('Surrey', 'GPE'), ('Gatwick', 'GPE'), ('Luton Airports', 'GPE'), ('Brighton', 'GPE')]"
Warwickshire has good restaurants and bars,Warwickshire,nightlife,1,Warwickshire,dining,1, LOCATION1  has good restaurants and bars,"[('Warwickshire', 'GPE')]"
Devon has plenty of food places,Devon,dining,1,,,0, LOCATION1  has plenty of food places,"[('Devon', 'GPE')]"
East Sussex has the Empire good venue for live music and good bars,East Sussex,nightlife,1,,,0, LOCATION1  has the Empire (good venue for live music) and good bars,"[('East Sussex', 'GPE'), ('Empire', 'GPE')]"
Essex is a nice area but probably a bit far away,Essex,general,1,Essex,transit-location,0, LOCATION1  is a nice area but probably a bit far away ,"[('Essex', 'GPE')]"
Herefordshire is a pretty desirable area you will see what I mean,Herefordshire,general,1,,,0, LOCATION1  is a pretty desirable area you will see what I mean,"[('Herefordshire', 'GPE')]"
Derbyshire is certainly safer than it was even a couple of years ago,Derbyshire,safety,1,,,0, LOCATION1  is certainly safer than it was even a couple of years ago,"[('Derbyshire', 'GPE')]"
West Sussex is good for shopping,West Sussex,shopping,1,,,0, LOCATION1  is good for shopping,"[('West Sussex', 'GPE')]"
Norfolk is not a crime hotspot probably just drunks,Norfolk,safety,1,,,0, LOCATION1  is not a crime hotspot probably just drunks,"[('Norfolk', 'GPE')]"
Norfolk is quite a green area of London,Norfolk,green-nature,1,,,0, LOCATION1  is quite a green area of London,"[('Norfolk', 'GPE'), ('London', 'GPE')]"
Durham is so nice,Durham,general,1,,,0, LOCATION1  is so nice,"[('Durham', 'GPE')]"
Northamptonshire commuter hub to the London,Northamptonshire,transit-location,1,,,0, LOCATION1 (commuter hub to the London),"[('Northamptonshire', 'GPE')]"
Leicestershire where I grew up is an okay place to live as its got a large portugese community,Leicestershire,multicultural,1,Leicestershire,live,1, LOCATION1 (where I grew up) is an okay place to live as its got a large portugese community,"[('Leicestershire', 'GPE')]"
Norfolk  Merseyside are all places with low crime,Merseyside,safety,1,Norfolk,safety,1," LOCATION1 , LOCATION2 are all places with low crime","[('Norfolk', 'GPE'), ('Merseyside', 'GPE')]"
Staffordshire  fantastic shopping centre Arts Centre and Clubs  and it is only a 25 minute bus ride away,Staffordshire,transit-location,1,Staffordshire,shopping,1," LOCATION1 - fantastic shopping centre, Arts Centre and Clubs - and it is only a 25 minute bus ride away","[('Staffordshire', 'GPE')]"
East Riding of Yorkshire  Yawn  over hyped down trodden area  crime is high,East Riding of Yorkshire,general,0,East Riding of Yorkshire,safety,0," LOCATION1 = Yawn - over hyped, down trodden area - crime is high ","[('East Riding of Yorkshire', 'GPE')]"
Bristol Good area generally,Bristol,general,1,,,0," LOCATION1 Good area, generally","[('Bristol', 'GPE')]"
Rutland Worcestershire both shite holes,Worcestershire,general,0,Rutland,general,0," LOCATION1 LOCATION2, both shite holes","[('Rutland', 'GPE')]"
North Yorkshire London aint exactly a dump just cause them germanz bombed here dey had 2 build alot of estates init,North Yorkshire,general,1,,,0, LOCATION1 London aint exactly a dump just cause them germanz bombed here dey had 2 build alot of estates init,"[('North Yorkshire London', 'GPE')]"
Northumberland a sort of average London suburb very racially mixed therefore has excellent ethnic restaurants there is a shopping centre with the usual stores,Northumberland,shopping,1,Northumberland,dining,1, LOCATION1 a sort of average London suburb; very racially mixed; therefore has excellent ethnic restaurants; there is a shopping centre with the usual stores,"[('Northumberland', 'GPE')]"
Wiltshire according to the Met has one of the highest crime rates,Wiltshire,safety,0,,,0, LOCATION1 according to the Met has one of the highest crime rates,"[('Wiltshire', 'GPE')]"
Northamptonshire ai not too bad either,Northamptonshire,general,1,,,0, LOCATION1 ai n't too bad either,"[('Northamptonshire', 'GPE')]"
Derbyshire and West Sussex are also good areas for cheaper flats,Derbyshire,price,1,West Sussex,price,1, LOCATION1 and LOCATION2 are also good areas for cheaper flats,"[('Derbyshire', 'GPE'), ('West Sussex', 'GPE')]"
Cambridgeshire and Staffordshire are both expensive and upscale neighbourhoods  so you need have no worries apart from the huge cost of living there of course,Cambridgeshire,price,0,Staffordshire,price,0," LOCATION1 and LOCATION2 are both expensive and up-scale neighbourhoods , so you need have no worries apart from the huge cost of living there of course","[('Cambridgeshire', 'GPE'), ('Staffordshire', 'GPE')]"
Shropshire and Greater London are both okay  again  affordable and good transport,Greater London,transit-location,1,Shropshire,price,1," LOCATION1 and LOCATION2 are both okay , again , affordable and good transport","[('Shropshire', 'GPE'), ('Greater London', 'GPE')]"
Hertfordshire can be a nice area  near the cemetery is good but maybe too expensive for you,Hertfordshire,general,1,Hertfordshire,price,0," LOCATION1 can be a nice area - near the cemetery is good, but maybe too expensive for you","[('Hertfordshire', 'GPE')]"
Dorset has a large Asian community but is not sticking out further for its crime rates,Dorset,multicultural,1,Dorset,safety,1, LOCATION1 has a large Asian community but is not sticking out further for its crime rates,"[('Dorset', 'GPE')]"
Worcestershire has a lot of trendy clubs but you will have to pay around 1015 for a drink,Worcestershire,price,0,Worcestershire,nightlife,1, LOCATION1 has a lot of trendy clubs but you will have to pay around 10-15 for a drink,"[('Worcestershire', 'GPE')]"
Cheshire has some wicked parties there  really like it but I dont stay there,Cheshire,nightlife,1,,,0," LOCATION1 has some wicked parties there , really like it but I dont stay there","[('Cheshire', 'GPE')]"
Herefordshire in Kent is a lovely ancient market town with a good fast rail service to West Midlands,Herefordshire,general,1,Herefordshire,transit-location,1, LOCATION1 in Kent is a lovely ancient market town with a good fast rail service to LOCATION2 ,"[('Herefordshire', 'GPE'), ('Kent', 'GPE'), ('West Midlands', 'GPE')]"
West Midlands in Kent or Durham in Kent might be worth a look,Durham,general,1,West Midlands,general,1, LOCATION1 in Kent or LOCATION2 in Kent might be worth a look,"[('West Midlands', 'GPE'), ('Kent', 'GPE'), ('Durham', 'GPE'), ('Kent', 'GPE')]"
East Sussex in London is a good place to go to hear blues music and Ronnie Scotts in Bristol is a Jazz institution,Bristol,nightlife,1,East Sussex,nightlife,1, LOCATION1 in London is a good place to go to hear blues music and Ronnie Scott's in LOCATION2 is a Jazz institution,"[('East Sussex', 'GPE'), ('Bristol', 'GPE')]"
Hertfordshire in Northern London is nice and Tyne and Wear is nice in the South,Tyne and Wear,general,1,Hertfordshire,general,1, LOCATION1 in Northern London is nice and LOCATION2 is nice in the South,"[('Hertfordshire', 'GPE'), ('Northern London', 'GPE'), ('Tyne and Wear', 'GPE')]"
Lancashire in the east end is a very vibrant area for young hipster types  artists  musicians and people who love food  specifically Indian curry,Lancashire,general,1,Lancashire,dining,1," LOCATION1 in the east end is a very vibrant area for young hipster types , artists , musicians and people who love food - specifically Indian curry","[('Lancashire', 'GPE')]"
West Sussex is a big flea market with a street of great indian curry houses,West Sussex,dining,1,West Sussex,shopping,1," LOCATION1 is a big flea market, with a street of great indian curry houses","[('West Sussex', 'GPE')]"
Buckinghamshire is a good place to live convenients safe lots of pubsbarscafes and restaurants shops,Buckinghamshire,nightlife,1,Buckinghamshire,safety,1," LOCATION1 is a good place to live, convenients, safe, lots of pubs/bars/cafes and restaurants, shops","[('Buckinghamshire', 'GPE')]"
Tyne and Wear is a lovely place to live  but it would be a bit of a trek into London the journey time on the underground  Northern line  is about 40 minute,Tyne and Wear,transit-location,0,Tyne and Wear,live,1," LOCATION1 is a lovely place to live , but it would be a bit of a trek into London the journey time on the underground ( Northern line ) is about 40 minute","[('Tyne and Wear', 'GPE'), ('London', 'GPE')]"
Bedfordshire is a pleasent  upmarket  vibrant  cosmopolitan  young professional area,Bedfordshire,general,1,Bedfordshire,multicultural,1," LOCATION1 is a pleasent , up-market , vibrant , cosmopolitan , young professional area","[('Bedfordshire', 'GPE')]"
Shropshire is a pretty rough area with lots of council estates it is quite a way out from the centre about 10 miles and has poor public transport,Shropshire,transit-location,0,Shropshire,safety,0," LOCATION1 is a pretty rough area, with lots of council estates, it is quite a way out from the centre, about 10 miles, and has poor public transport","[('Shropshire', 'GPE')]"
